name,description,url
Full Circle,"Full Circle: Multichain gas killer—pay with USDC, not ETH. Stablecoins in, gas pain out.",https://ethglobal.com/showcase/full-circle-b091b
Solidity Cell,"Escape room meets Solidity: hack your way out using Hardhat, subgraphs, and 0G AI.",https://ethglobal.com/showcase/solidity-cell-68et9
Giant Anteaters,Cross-chain atomic swaps: trustlessly swap BTC ⇄ ETH using Bitcoin HTLCs,https://ethglobal.com/showcase/giant-anteaters-s4t20
Anonibara,Anonymous identity and access control using zk credentials and ENS for IRL and onchain communities.,https://ethglobal.com/showcase/anonibara-pfqjc
World Chat,"Global MiniApp for messaging & money transfer with World Verification, using Walrus for storage",https://ethglobal.com/showcase/world-chat-p18us
XPayr,XPayr: instant cross-chain USDC payment & auto-routing via LayerZero + Circle CCTP.,https://ethglobal.com/showcase/xpayr-b5vwy
Uneditor,Strips academic papers to core insights for faster engineering implementation,https://ethglobal.com/showcase/uneditor-x2anf
ZKBridge,A secure cross-chain bridge with zero-knowledge proofs for seamless token transfers between networks,https://ethglobal.com/showcase/zkbridge-porid
Taparoo,"NFC event wallet, smart spend rules, gasless USDC, instant kill-switch.",https://ethglobal.com/showcase/taparoo-qmfc0
RainGuard,On-chain P2P weather insurance protocol using parametric data triggers.,https://ethglobal.com/showcase/rainguard-vgfqo
World Tree,"Genetic & genealogy data to verify, inherit lost relatives, & protect data with TEE, MPC, ZK, & FHE.",https://ethglobal.com/showcase/world-tree-psi5z
Veris,"An RWA infra: cross jurisdiction on-chain asset metadata with AI agent, solving gas with USDC.",https://ethglobal.com/showcase/veris-pcsdq
Kitty ICO,"Private, AI-based ICOs with encrypted bids on Sapphire and atomic settlement on Ethereum",https://ethglobal.com/showcase/kitty-ico-sijre
Love_is_visible,"A shared emotional ledger and wallet — to record love, grow gratitude, and fulfill dreams, onchain.",https://ethglobal.com/showcase/love-is-visible-1s5hf
The Purpose,"Turn video insights into action. Earn NFTs, join group challenges & win crypto from Monthly  Pool",https://ethglobal.com/showcase/the-purpose-ihxka
Inheritance Planner,"Create secure, on-chain inheritance plans and manage token distribution to your heirs.",https://ethglobal.com/showcase/inheritance-planner-8rxgx
PPTP,"A token standard where value is determined by real-world performance, not hype or speculation",https://ethglobal.com/showcase/pptp-2onr3
PPTP,"A token standard where value is determined by real-world performance, not hype or speculation",https://ethglobal.com/showcase/pptp-2onr3
Resonant,Get paid for your voice! We are building the world's first voice monetization platform.,https://ethglobal.com/showcase/resonant-a4m2g
Bitceilium,Project killer feature is to provide seamless experience to access non-custodial Bitcoin via 1inch.,https://ethglobal.com/showcase/bitceilium-14bqq
ARC - Risk Coverage,Parametric climate coverage using Chainlink and AI to protect farmers from extreme weather.,https://ethglobal.com/showcase/arc-risk-coverage-5hhct
TinyCloud,"World Builder: an AI that chats with you, then auto-creates and deploys TinyCloud-powered mini-apps.",https://ethglobal.com/showcase/tinycloud-q1nq3
Roll The Credits,Store secrets In Cannes movie posters & credit scenes - privacy preserving steganography,https://ethglobal.com/showcase/roll-the-credits-njc2c
AEVM – LST Index,Crypto Index Funds with Built-in Native Yield from underlying LST/LRT,https://ethglobal.com/showcase/aevm-lst-index-hmff4
SuiFusion+,Cross-chain swap using 1inch Fusion between Ethereum (Sepolia) and Sui testnet,https://ethglobal.com/showcase/suifusion-fwgsd
TEX,The onchain playground - weaving together everything onchain through an MMO as an onchain interface,https://ethglobal.com/showcase/tex-yptdq
ZKSub,Decentralized content subscription platform using INTMAX for secure ETH payments.,https://ethglobal.com/showcase/zksub-ftk3r
Humanitree,Plant a tree with the touch of a button. Convert your Worldcoin to trees in the ground,https://ethglobal.com/showcase/humanitree-rkvep
Ledger ClearSign GMX,Clear Signing transaction from unreadable raw data into human-readable information,https://ethglobal.com/showcase/ledger-clearsign-gmx-dyeg9
Savio,"Group savings protocol with fixed deposits, random/auction payouts, cross-chain wallets, gasless UX",https://ethglobal.com/showcase/savio-32w3s
LeBonKoin,A decentralized marketplace for physical goods with multichain USDC payments and secure signing.,https://ethglobal.com/showcase/lebonkoin-zetgm
colancers,"Join collaborative service teams, get paid fairly, and build verified reputations.",https://ethglobal.com/showcase/colancers-s90z4
BlockscoutLite,A lite version of Blockscout without some of the complex stuff,https://ethglobal.com/showcase/blockscoutlite-70gb3
Mosaic Receipt,Extension that generates Mosaic image based on the nature and type of transactions,https://ethglobal.com/showcase/mosaic-receipt-5z0o5
TrueLens,"TrueLens: AI-powered multi-chain news verification system with Hedera consensus, vlayer & Pyth",https://ethglobal.com/showcase/truelens-40d1x
Decycle,A smart trash can that automatically separates garbage and rewards users who recycle with tokens,https://ethglobal.com/showcase/decycle-ke8bj
HouseFly,Home search. Fixed forever using the power of verified IDs and private storage,https://ethglobal.com/showcase/housefly-c14xh
ZK-Loans,"A protocol for uncollateralized lending, harnessing cross-chain reputation backed by zk-proofs.",https://ethglobal.com/showcase/zk-loans-9se3h
SkillSphere,SkillSphere enables a freelancers marketplace with strong task completion guarantees and rewards.,https://ethglobal.com/showcase/skillsphere-ttvsc
CowDAO,"Bet on real-world cows with dynamic NFTs, farm data, and prediction markets in the CowDAO universe.",https://ethglobal.com/showcase/cowdao-t36g2
Party On,"Party On is on-chain social and event management app, where your plans and people click.",https://ethglobal.com/showcase/party-on-13bxq
LockBlock,Infinite play-to-earn 2d platformer with community made maps,https://ethglobal.com/showcase/lockblock-mxtfh
Sophos,A decentralized platform for betting on live chess moves using ZKP and state channels.,https://ethglobal.com/showcase/sophos-a3fjg
Contragent,Contragent is an AI-powered autonomous crypto trading agent.,https://ethglobal.com/showcase/contragent-8x0c9
ByteQueryProtocole,Privacy-Preserving DAO Data Queries with TEE and Akave storage,https://ethglobal.com/showcase/bytequeryprotocole-jredy
MemoryPlus,"AI-powered Telegram bot with memory storage + multi-chain token data from Ethereum, Flow, Rootstock",https://ethglobal.com/showcase/memoryplus-m99vs
blockhead.vision,"See what's onchain. A modern, local-first block explorer with a real-time 3D visualization.",https://ethglobal.com/showcase/blockhead-vision-5gs42
a-proof,Services' marketplace where privacy is taken much more seriously then it should've ever been,https://ethglobal.com/showcase/a-proof-a3erk
Evil Megacorp Auth,"FaceScan Auth Login / Sign Up system, minting stylized NFTs as access keys.",https://ethglobal.com/showcase/evil-megacorp-auth-8y2jw
FlipOrFlow,"Trading and Gamified Collectibles, with Verifiable Randomness onchain",https://ethglobal.com/showcase/fliporflow-pdaw1
FlipOrFlow,"Trading and Gamified Collectibles, with Verifiable Randomness onchain",https://ethglobal.com/showcase/fliporflow-pdaw1
LieAbility,"Verify authenticity in interviews using facial, speech, and cryptographic analysis.",https://ethglobal.com/showcase/lieability-50wq5
Airspace,"AirSpace is building the first marketplace to buy, sell, and lease air rights",https://ethglobal.com/showcase/airspace-xqmd3
SmartShoppie,This project combines a simple smart contract with a Web3-enabled React e-commerce frontend.,https://ethglobal.com/showcase/smartshoppie-dx0jp
Trade Layer,Yellow-powered seamless trading with swipe mechanics for rapid positions,https://ethglobal.com/showcase/trade-layer-4q9d3
Vaultify,"Send time-locked or instant messages, media & tokens with full ownership.",https://ethglobal.com/showcase/vaultify-cw3ow
WorldStream,Streaming application inside the worldcoin app with verified humans,https://ethglobal.com/showcase/worldstream-r4bss
FusionPlusTON,Extension for 1inch Fusion+ supporting TVM - TON Virtual Machine.,https://ethglobal.com/showcase/fusionpluston-uzsox
Ontology,Ontology turns every data-labeling task into a crypto micro-bounty,https://ethglobal.com/showcase/ontology-fsn3g
FlashBid,Trustless auctions with zero gas bidding via ERC-7824 state channels.,https://ethglobal.com/showcase/flashbid-4vwk2
TKNZD_MARKET_P,Tokenized marketplace for real assets with decentralized financing and AI-based verification.,https://ethglobal.com/showcase/tknzd-market-p-axsvn
Consentoi,"Control your captured image. Consent, blur, & receive payments via World ID",https://ethglobal.com/showcase/consentoi-nw4yr
Vebay,Second hand shop with verifiable time and price of purchase,https://ethglobal.com/showcase/vebay-ndj7v
LayerGreen,"Flare users can now view their onchain carbon emissions, and offset them with Toucan carbon credits",https://ethglobal.com/showcase/layergreen-7r9p2
Reloop,"We're building the Stripe for Web3—simple, automated crypto subscriptions for users and creators.",https://ethglobal.com/showcase/reloop-j4ezj
Domain Airdropper,Permissioned airdrop platform using vlayer email proofs for domain-based NFT distribution,https://ethglobal.com/showcase/domain-airdropper-8gwru
GatedPools,Permissioned UniV4 pools for DAOs—access granted via vLayer email-domain ZK proofs,https://ethglobal.com/showcase/gatedpools-v7n4q
Discovery Roulette,🎰 Discover amazing websites through blockchain roulette! Built on Flow EVM with 10s cooldown.,https://ethglobal.com/showcase/discovery-roulette-xf1mm
vGrant,"Automates dev payments on open source issue merge with zk-proof, no delays or approvals.",https://ethglobal.com/showcase/vgrant-xuoxs
8inch,EVM <-> APTOS Cross-Chain intent-based swap powered by Fusion+,https://ethglobal.com/showcase/8inch-o3wq7
Predict Yield,"DeFi yield prediction markets on Flare - stake $FXRP, bet on yields, win with verifiable randomness",https://ethglobal.com/showcase/predict-yield-p6huf
ChronoTrade,"ChronoTrade is a platform where users trade services using TIME tokens, each representing one hour.",https://ethglobal.com/showcase/chronotrade-yoxnf
Wallet Warden,Web3 reputation tracker analyzing Ethereum addresses using 7+ Blockscout APIs for security.,https://ethglobal.com/showcase/wallet-warden-yav9z
Unlloo protocol,"Reputation matters — Unlloo rewards good behavior with trust, status, and DeFi access.",https://ethglobal.com/showcase/unlloo-protocol-sjdnp
noScalp,A ticket-selling platform for social events where only verified users can purchase NFT tickets.,https://ethglobal.com/showcase/noscalp-p00z2
:bitogochi,A playful Web3 pet on the surface — a limitless hardware-to-chain engine underneath.,https://ethglobal.com/showcase/bitogochi-bcvx9
SAM,AI voice assistant application to  make your onchain transactions seemlesly. Multi and Cross Chain,https://ethglobal.com/showcase/sam-qhmbp
CrossChainer,Allows Flow's Cadence fungible tokens to be traded using 1inch fusion+,https://ethglobal.com/showcase/crosschainer-bdcdz
HTLC AVM-EVM,"Production ready HTLC solution for AVM, fit for purposes of 1inch",https://ethglobal.com/showcase/htlc-avm-evm-vqxg8
$tayRich,"Yield-generating group booking mini-app, leveraging zk-anticipated payments",https://ethglobal.com/showcase/tayrich-a2fxp
NanoPools,On-chain micro-pools for collective funding with escrow logic and optional World ID verification.,https://ethglobal.com/showcase/nanopools-xg5gs
𝐃𝐔𝐒𝐓.𝐎𝐏𝐒,DUST.OPS is a token sweeper that declutters your wallets and ghosts your exit.,https://ethglobal.com/showcase/dust-ops-uk2n7
WalletPersonhood,A simple personhood verification system to verify wallets on-chain,https://ethglobal.com/showcase/walletpersonhood-yrbrz
WalletPersonhood,A simple personhood verification system to verify wallets on-chain,https://ethglobal.com/showcase/walletpersonhood-yrbrz
IWasThere,"NFTs as proof of participation in real time events, made easy for web2 normies",https://ethglobal.com/showcase/iwasthere-af5us
FILMFUND WORLDCOIN,FilmFund.eth: Worldcoin-powered film voting & reviews platform.,https://ethglobal.com/showcase/filmfund-worldcoin-1k3zo
Cha-Ching,"Cha-ching: reward open-source devs in crypto the moment PRs are merged—no signups, just cha-ching!",https://ethglobal.com/showcase/cha-ching-q4wuw
ZkDev,Verify your code contributions across projects—anonymously and trustlessly using ZK,https://ethglobal.com/showcase/zkdev-mhsuv
Wrld Map,"WrldMap: Your Globe, Verified! zk-proven travel tracker for unique humans on WorldChain.",https://ethglobal.com/showcase/wrld-map-v64h2
DeCom,ERC4626 vault for decentralized companies that allows shares management and fundraising,https://ethglobal.com/showcase/decom-d6zdm
TrustworthyTransfers,Peer to peer transfers with wise. Verified by Flare data connector.,https://ethglobal.com/showcase/trustworthytransfers-jgn06
Goldman Stacked,AI council vets cross-chain DAO proposals with quadratic voting and blocks whale attacks,https://ethglobal.com/showcase/goldman-stacked-xr505
Mini,"Stealth payments mini app for World Chain using ZK, with benefits for verified humans.",https://ethglobal.com/showcase/mini-4k2i8
Yetris,"Yetris allows for you to prove you're the best tetris player in the world, on chain",https://ethglobal.com/showcase/yetris-czm88
PingPay,Micro-payment gateway for API services utilizing x402: Internet-native payments,https://ethglobal.com/showcase/pingpay-vdknr
Sisifos,"Sisifos, a lightweight but powerful system that tracks and rewards participation across blockchains",https://ethglobal.com/showcase/sisifos-rkbg9
CapyData,Capydata is a gamified way to earn and learn about your data with AI,https://ethglobal.com/showcase/capydata-2chkj
Trust Bazaar,"Trust-based P2P marketplace using World ID, Smart contract escrow and Blockscout merits",https://ethglobal.com/showcase/trust-bazaar-a6fiu
goulHash,PoC to enable swaps between EVM chains and Cardano in Fusion+,https://ethglobal.com/showcase/goulhash-19gnf
MoleSwap,Cross-chain swap from TON to Ethereum using 1inch Fusion+ & BlockScout tracking,https://ethglobal.com/showcase/moleswap-a7w12
wallet-migrator,Migrate your assets from wallet to wallet or chain to chain with one click,https://ethglobal.com/showcase/wallet-migrator-ndcru
DegreeVault,A decentralized credential vault for students and institutions.,https://ethglobal.com/showcase/degreevault-o531j
CryptoSumo,CryptoSumo is a game widget with on-chain actions right from your social feed,https://ethglobal.com/showcase/cryptosumo-ysfmh
WStack3,"DeFi app with PHP, JS, Web3, 1inch, Server-Side API Proxy Architecture, and API calls aggregator.",https://ethglobal.com/showcase/wstack3-v2183
DED0,Decentralized Event-Driven Oracles to fuse onchain and offchain signals with AI for automated DeFi,https://ethglobal.com/showcase/ded0-32u9m
ChainChat,AI chatbot for querying Ethereum blockchain data using natural language,https://ethglobal.com/showcase/chainchat-86wyi
YellowScout Explorer,Blockscout Explorer for Yellow with a backend in go to fetch data.,https://ethglobal.com/showcase/yellowscout-explorer-krg94
Prompt Genius,A platform where creators generate AI images using prompts and players try to guess the prompt,https://ethglobal.com/showcase/prompt-genius-tv801
RSM Perpetuals,"Trade dominance with perpetuals. Zero-sum P&L, Pyth oracles, live on Arbitrum. Built at ETH Prague.",https://ethglobal.com/showcase/rsm-perpetuals-p70wp
OmniBet,Omnichain prediction markets + AI-generated NBA bets. Swipe to win NFTs tied to real merch!,https://ethglobal.com/showcase/omnibet-m5eu9
VectorPlus,Options on order execution rights + volatility-aware TWAP execution for 1inch limit orders,https://ethglobal.com/showcase/vectorplus-p8qg3
0xCollateral,Anonymous and permissionless use of your Web2 creditworthiness to borrow Web3 assets.,https://ethglobal.com/showcase/0xcollateral-wc4iq
Fidora,Decentralised reputation system that tracks and scores the credibility of X users,https://ethglobal.com/showcase/fidora-qc59b
DAFO,Decentralized Autonomous Financial Organization (DAO for Meme coins investment),https://ethglobal.com/showcase/dafo-uff52
CypherShare3,"Secure, decentralized file exchange between wallets with identity proof via blockchain.",https://ethglobal.com/showcase/cyphershare3-xiq8q
Syntheos Atomic Swap,VaultOS with Atomic Swap with 1inch Fusion+. Breaking down the walls between EVM and Solana.,https://ethglobal.com/showcase/syntheos-atomic-swap-m2s4i
Syntheos Atomic Swap,VaultOS with Atomic Swap with 1inch Fusion+. Breaking down the walls between EVM and Solana.,https://ethglobal.com/showcase/syntheos-atomic-swap-m2s4i
GasDash,"GasDash—live Hedera fee report; paste account ID, click once, see costs in HBAR + USD",https://ethglobal.com/showcase/gasdash-g19jp
EasyWallet,"A beginner-friendly MOBILE web app crypto wallet wrapper with insights, risk tools, and token swaps.",https://ethglobal.com/showcase/easywallet-x4rj5
FlareX,"A sleek DeFi hub for FTSO, FAssets, and RNG with live metrics, staking, and real-world apps.",https://ethglobal.com/showcase/flarex-1wsbv
QuantumLeap  ❇️,"Automated multi-chain OHCLV data to optimized, risk-adjusted DeFi portfolio suggestions.",https://ethglobal.com/showcase/quantumleap-r31vu
Revertilo,Blockchain debugging tool to simplify the analysis and troubleshooting of transaction reverts,https://ethglobal.com/showcase/revertilo-g5xxv
FlareEnough,Event-Based Options Trading Platforme. Options are only traded if your event occurs,https://ethglobal.com/showcase/flareenough-eznvs
AgriCult,On-chain Dutch auction platform for verified organic producers to sell their goods at fair prices,https://ethglobal.com/showcase/agricult-giozt
Uncle,"Excluded from credit? Uncle helps you borrow and grow your score, one payment at a time.",https://ethglobal.com/showcase/uncle-ii6o8
Zappmint,"Turn any idea into a tokenized mini app using AI — built, deployed, and shared in seconds.",https://ethglobal.com/showcase/zappmint-mm73p
Gas Analyser,"A web-app using Blockscout to analyze gas spending, tx patterns & estimate location from activity.",https://ethglobal.com/showcase/gas-analyser-m7whu
Tickets,"The end of ticket fraud; event access, reimagined; simple, secure, seamless with World ID.",https://ethglobal.com/showcase/tickets-rabar
Ajna 🧿,Spiritual oracle app using World ID to unlock a unique AI-generated message of consciousness.,https://ethglobal.com/showcase/ajna-25byf
Kairos,"Cross-chain DeFi investing, simplified by AI. No hopping around chains, no missed opportunities.",https://ethglobal.com/showcase/kairos-75wyr
gm,Terminal based wallet written in Rust with features like smart address book,https://ethglobal.com/showcase/gm-e0rim
D&AI,A web3 in-chat game inspired by D&D and powered by Hedera blockchain and AI,https://ethglobal.com/showcase/d-and-ai-gqs8u
Proximity,"A proximity proof, protocol & native app that enables mobile device wireless contract interaction.",https://ethglobal.com/showcase/proximity-04v6e
SE-2 + Blockscout,"Scaffold-ETH enhanced with Blockscout SDK, showcasing real-time blockchain transaction notification",https://ethglobal.com/showcase/se-2-blockscout-tz3p2
NeuraLend,"NeuraLend: micro-lending on Rootstock. Use tRBTC as collateral, borrow wUSDC, keep your Bitcoin",https://ethglobal.com/showcase/neuralend-2etcf
Fundra,"Fundra is a blockchain-based app for launching projects and receiving secure, transparent donations.",https://ethglobal.com/showcase/fundra-ptqmu
Smart TWAPer,"Smart TWAPer splits big swaps into secure, automated trades using 1inch and EIP-7702 smart accounts.",https://ethglobal.com/showcase/smart-twaper-pr2yi
InspectiFI,"Ask blockchain questions in plain language and get clear, real-time answers easy to understand!!",https://ethglobal.com/showcase/inspectifi-tu6n1
conduct.chat,AI workflow orchestrator: natural language → multi-agent blockchain execution with smart contracts,https://ethglobal.com/showcase/conduct-chat-9kzz0
Play On,Play ON is a decentralized app (DApp) that empowers street artists.,https://ethglobal.com/showcase/play-on-6z9qi
Mind Your Data,AI models training while preserving biometric data ownership and privacy.,https://ethglobal.com/showcase/mind-your-data-5pyj3
PropChain,A comprehensive AI-powered rental management system with fractionalized real estate properties,https://ethglobal.com/showcase/propchain-1s1u8
Circles Subscriptz,"Circles users can now securely, trustlesly & smoothly authorize recurring payments.",https://ethglobal.com/showcase/circles-subscriptz-tgfhj
TruDelnik,"TruDelník: stake crypto, face escalating odds, cash out anytime or lose all—provably fair on-chain.",https://ethglobal.com/showcase/trudelnik-86xvj
BEAVII,"AI ETF Portfolio Management suite that’s target user is influencers, fund managers, & Investors.",https://ethglobal.com/showcase/beavii-g7x4r
Memedici,"Memedici: a metaverse city of AI creators collaborating on art, videos, and digital culture.",https://ethglobal.com/showcase/memedici-2d7ax
DAOScape,Privacy-preserving DAO with reputation-based governance using ZKP. Bringing accountability to DAOs.,https://ethglobal.com/showcase/daoscape-g8f8m
Remote,Access DeFi anywhere: Remote enables one-tx access to any protocol from any chain.,https://ethglobal.com/showcase/remote-913v9
bounties,zkEmail-verified bug bounty proofs minted as NFT badges on-chain.,https://ethglobal.com/showcase/bounties-mpzv7
bounties,zkEmail-verified bug bounty proofs minted as NFT badges on-chain.,https://ethglobal.com/showcase/bounties-mpzv7
SPQRFi,"SPQRFi: AI powered DeFi made easy just connect, deposit, and let smart agents grow your funds.",https://ethglobal.com/showcase/spqrfi-ztc53
FlowFit,"FlowFit , A Healthy Habit Builder App on the Flow Blockchain",https://ethglobal.com/showcase/flowfit-ipg12
SnakeDuel,"Real-time snake battles. Challenge your friends, stake money, and the winner takes the full prize!",https://ethglobal.com/showcase/snakeduel-9fywu
Mini Jackpot,"Decentralized MiniJackpot using Pyth Entropy for secure, verifiable random winner selection.",https://ethglobal.com/showcase/mini-jackpot-g7awq
chAInomaly,AI-powered blockchain transaction analyzer and visualizations using Google Gemini and D3.js,https://ethglobal.com/showcase/chainomaly-1yd8i
TrustGiveaway,Enable fair and transparent Twitter contests powered by blockchain.,https://ethglobal.com/showcase/trustgiveaway-vpego
AccountingOne (A1),"AI-powered accounting for freelancers: auto journal entries, crypto tracking, tax-ready reports",https://ethglobal.com/showcase/accountingone-a1-fk6vt
StreamAid,Make Crypto the First-class Citizen for Live-Stream Donations,https://ethglobal.com/showcase/streamaid-nm473
Panda Trade,AI-powered multi-token trading based on your risk and interests.,https://ethglobal.com/showcase/panda-trade-rzpvb
HackerPayoutsBuddy,"The future of hackathon accountability is here. report, track, and verify hackathon prize payouts.",https://ethglobal.com/showcase/hackerpayoutsbuddy-ipy5d
ZKTap,"I'm building the ‘Apple Pay’ of verified truth — except you’re not paying, you’re proving something.",https://ethglobal.com/showcase/zktap-4br4m
Bloxtension,"Easily navigate addresses, transaction hashes and more on the web using blockscout and 1inch.",https://ethglobal.com/showcase/bloxtension-dgund
Coinlaunch,"Coinlaunch: the first Tweet launcher for EVM tokens. Launch with a tweet, earn fees. No insiders.",https://ethglobal.com/showcase/coinlaunch-ifqvg
CzechOut,Fastest wallet app where you use face to zkPay and pay without latency.,https://ethglobal.com/showcase/czechout-bzi3a
Pythora,Pythora: Decentralized agents for secure entropy generation and on-chain Pyth price feed updates.,https://ethglobal.com/showcase/pythora-bee0o
Cosmos RollUp,This project comes with an ambitious goal to extent Cosmos hub,https://ethglobal.com/showcase/cosmos-rollup-qgojw
Persona,"Persona turns user's on-chain activity to verifiable badges on X, powered by Blockscout and vlayer.",https://ethglobal.com/showcase/persona-93t7w
nomad visa app,digital nomad visa application income verification using zkemail,https://ethglobal.com/showcase/nomad-visa-app-oeuxc
NoDistraction,dApp for increasing your productivity which rewards' you as well. To stay motivated and progress.,https://ethglobal.com/showcase/nodistraction-jovcz
donnut,"Donnut: Send crypto donations across any chain, creators get USDC. Simple, transparent, and sweet!",https://ethglobal.com/showcase/donnut-333a6
eth4estate,"Eth4Estate is a Web3 real estate platform targeting the Czech market, built as a two-DApp system",https://ethglobal.com/showcase/eth4estate-mzovg
Average Message,"What real people think: As individuals, and as collect groups!",https://ethglobal.com/showcase/average-message-4pwu2
Compass,Compass connects verified (g)local issues with builders and bounties at global hackathons,https://ethglobal.com/showcase/compass-wswgx
Lexproof,"Blockchain email notary - Private, safe and verifiable emails!",https://ethglobal.com/showcase/lexproof-7q793
Toxel,Pixel Battle on Flow blockchain: Draw. Battle. Earn. Own pixels in the Web3 world!,https://ethglobal.com/showcase/toxel-d3h05
Reviews for World,"Human-only reviews: World ID-verified users can leave real, sybil-resistant business feedback.",https://ethglobal.com/showcase/reviews-for-world-j3sh3
Acrozz: OptZKBridge,"Optimistic ZK Bridge: using a mix of features to achieve Fastest, Cheapest and Safest Bridging",https://ethglobal.com/showcase/acrozz-optzkbridge-tgpfi
OnlyPass,A human-verified ticketing platform leveraging proof of personhood and blockchain-backed tickets.,https://ethglobal.com/showcase/onlypass-r4s07
Replay,"Composable provenance and attribution graph for AI agents—traceable, replayable, and rewardable.",https://ethglobal.com/showcase/replay-ur2df
BuildAhead,AI-powered construction delay predictor with on-chain transparency and cross-chain data oracles.,https://ethglobal.com/showcase/buildahead-ksh7t
Scorify,"Scorify is a challenge app where users create, share, and complete real-world challenges",https://ethglobal.com/showcase/scorify-0qn4v
TradeFlow,"Decentralized order system with merit rewards, flash loans, and Pyth price feeds.",https://ethglobal.com/showcase/tradeflow-domu6
TradeFlow,"Decentralized order system with merit rewards, flash loans, and Pyth price feeds.",https://ethglobal.com/showcase/tradeflow-domu6
OmniSynth,Cross-chain synth on/offramp using LayerZero + ZK proofs + state channels hub,https://ethglobal.com/showcase/omnisynth-sfp75
DeepThought,DeepThought: AI-powered WhatsApp bot that makes Web3 interactions as easy as chatting with a friend.,https://ethglobal.com/showcase/deepthought-95u82
Syndicates,Telegram bot for token-gated investing via group voting and automated execution,https://ethglobal.com/showcase/syndicates-vn8bb
REVIEWs,A World ID powered review platform for genuine reviews and ratings by authentic humans.,https://ethglobal.com/showcase/reviews-dryvi
RSK Attestor,RSK Attestor introduces a new financial primitive: decentralized credit scores,https://ethglobal.com/showcase/rsk-attestor-d4wpw
Change.WLD,Share your petition and be sure that every signature is given by a real human being!,https://ethglobal.com/showcase/change-wld-br8mx
BLUMFI,A platform offering blockchain-based courses and credentials for lifelong skills.,https://ethglobal.com/showcase/blumfi-c63vu
Memora,"Memora transforms personal memories into permanent, immersive Memory NFTs",https://ethglobal.com/showcase/memora-3hcfg
RockOffChain,"A whimsical musical duel judged by machine learning, with rewards handled via state channels.",https://ethglobal.com/showcase/rockoffchain-qoqv3
Detox-Hook,DetoxHook transforms MEV extraction into LP earnings via Uniswap V4 hooks and Pyth real-time oracles,https://ethglobal.com/showcase/detox-hook-mppeg
MCPay.fun,MCPay.fun: Pay-per-use APIs! Leveraging x402 and MCP for a new payment web.,https://ethglobal.com/showcase/mcpay-fun-y16d3
VeriGreen,Onchain Verification for Climate Truth: linking conservation success with modern technology!,https://ethglobal.com/showcase/verigreen-haoer
DAO Janny,DAO Janny is DAO Proposal Task Manager for Delegates to coordinate on proposal execution,https://ethglobal.com/showcase/dao-janny-5mmxh
emailBasedVoting,"Web3 DAO enabling domain-restricted, anonymous voting via ZK email proofs on Base Goerli.",https://ethglobal.com/showcase/emailbasedvoting-1nrct
Vank Cliff,Vank Cliff - Liquidity Management and Payroll/Vesting System,https://ethglobal.com/showcase/vank-cliff-khvzs
Credit Swap,Credit Swap helps people buy homes in crypto via peer to peer credit swaps!,https://ethglobal.com/showcase/credit-swap-dko1u
mailproof.net,"Anti phishing / blockchain proof. MAIL Proof – Verify with AI, Secured by Chain",https://ethglobal.com/showcase/mailproof-net-nt4bz
Interact,"Automated real-world actions that let you turn crypto into real-world things, through AI agents.",https://ethglobal.com/showcase/interact-9qtx7
Do Nothing,How easy it is to do nothing? Let the AI judge your stillness and earn onchain rewards!,https://ethglobal.com/showcase/do-nothing-ndiey
Pomodoki,Pomodoki combines the Pomodoro technique with gamification and a Tamagotchi-style virtual pet,https://ethglobal.com/showcase/pomodoki-oomhr
mivio,"One wallet for instant rewards, cashless payments & real-time analytics at festivals.",https://ethglobal.com/showcase/mivio-6ukub
AnyStake,"🚀 AnyStake: Cross-chain staking dApp—stake any token on any chain, earn rewards everywhere!",https://ethglobal.com/showcase/anystake-819mz
ENBANKED,A decentralized project where 1.4 billion unbanked can withdraw cash and anyone can become a bank.,https://ethglobal.com/showcase/enbanked-2ymfv
zkMed,"Privacy-preserving healthcare claims using vlayer Proofs , ERC-7824 sponsored transactions & USDC",https://ethglobal.com/showcase/zkmed-ae3dp
WeSplit,Cross-chain bill splitting app with a focus on user experience.,https://ethglobal.com/showcase/wesplit-jsbqa
Sharknado Cash,"Like Tornado Cash but more Extreme. Brings Monero Privacy to Ethereum, Ethereum DeFi to Monero",https://ethglobal.com/showcase/sharknado-cash-du1qh
Propellant,"Launch tokens for fans via ZK-proofed engagement — boost loyalty, grow your creator economy.",https://ethglobal.com/showcase/propellant-46g6a
No Privacy,Demonstrate the potential of leveraging even minimal on-chain data effectively,https://ethglobal.com/showcase/no-privacy-65n0g
Karma Proof,Turning real-world public good into onchain proof and rewards.,https://ethglobal.com/showcase/karma-proof-f1gdv
Poly-Block-Reaction,"Amplifying DNA, governance, and privacy. Bridging bioinformatics to the blockchain.",https://ethglobal.com/showcase/poly-block-reaction-ntb6y
TightKnit,"Our goal is to weave meaningful relationships, so that a trace of them may endure forever.",https://ethglobal.com/showcase/tightknit-n0cg7
SubsCrypt,"SubsCrypt: Private, anonymous on-chain subscription payments via ZK-proofs and EIP-7702 automation.",https://ethglobal.com/showcase/subscrypt-dypc4
SubsCrypt,"SubsCrypt: Private, anonymous on-chain subscription payments via ZK-proofs and EIP-7702 automation.",https://ethglobal.com/showcase/subscrypt-dypc4
