name,description,url
cosmosswap-fusion,Cross-chain atomic swaps between Ethereum & Cosmos using 1inch Fusion+ and HTLCs.,https://ethglobal.com/showcase/cosmosswap-fusion-dda2n
1000X,A trading bots suite for creating and managing trading bots using NEAR and 1inch Protocol,https://ethglobal.com/showcase/1000x-fp3yk
Your boy Satoshi,Your Boy Satoshi: Revolutionary Bitcoin ↔ Ethereum cross-chain bridge with real HTLC implementation,https://ethglobal.com/showcase/your-boy-satoshi-j0mer
StellarFusion+,Trustless atomic swaps for XLM↔ETH between Stellar & Ethereum with zero counterparty risk.,https://ethglobal.com/showcase/stellarfusion-km2ki
QuantTradingApp,A platform to upload quantitative trading strategies with monitoring dashboard,https://ethglobal.com/showcase/quanttradingapp-mh3s6
Strat Builder,"Strat Builder is a web app to create, visualize, and backtest crypto trading strategies.",https://ethglobal.com/showcase/strat-builder-m2of2
WorthIt,web application that displays USD values of ERC-20 tokens using the 1inch API,https://ethglobal.com/showcase/worthit-t47se
1Prime,Swap tokens between EVM and NEAR using Siri. Powered by 1inch Fusion+.,https://ethglobal.com/showcase/1prime-tf1g3
ResolverX,"Decentralized ETH↔TRON swaps with plug-and-play resolver bots. No bridges, no trust needed.",https://ethglobal.com/showcase/resolverx-5qegd
NearInch,A platform for cross chain swap that uses one inch fusion plus for near,https://ethglobal.com/showcase/nearinch-9ti87
Fiss,We have implemented the Fusion+ Model to a Non-EVM Chain Sui,https://ethglobal.com/showcase/fiss-scowc
ThalaivarSwap,ThalaivarSwap: Cross-chain atomic swaps between Ethereum and Polkadot using HTLCs,https://ethglobal.com/showcase/thalaivarswap-8750s
Atomic Swap,Atomic Swap: Trustless P2P cross-chain bridge for Sepolia  Sui Testnet using HTLCs.,https://ethglobal.com/showcase/atomic-swap-v7fhx
MOBINCH,The first mobile 1inch SDK and 1inch Fusion+ solver utilized by NEAR Shade Agents,https://ethglobal.com/showcase/mobinch-3fv20
YasoSui swap,Cross-chain atomic swaps between Ethereum and Sui using Fusion+,https://ethglobal.com/showcase/yasosui-swap-m09ik
1Desh,A decentralized token swap interface using 1inch API for seamless wallet connection and token swaps.,https://ethglobal.com/showcase/1desh-vfej9
Stake Return,"This is a stake return project, couldnt complete due to technical failure",https://ethglobal.com/showcase/stake-return-uwd8b
1Book,"1Book: Unified DeFi dashboard for tracking wallets, swaps, and Fusion+ orders across EVM chains.",https://ethglobal.com/showcase/1book-x94wm
1Book,"1Book: Unified DeFi dashboard for tracking wallets, swaps, and Fusion+ orders across EVM chains.",https://ethglobal.com/showcase/1book-x94wm
sndefi,Trustless token escrow & instant swaps via HTLC on Starknet connection Fusion +,https://ethglobal.com/showcase/sndefi-x3sps
fusion+monad,A 1inch Fusion+ bridge for trustless USDC swaps using a gas-efficient factory pattern.,https://ethglobal.com/showcase/fusion-monad-bfw9i
etfusion,Extend 1inch Fusion+ to Tron: Bidirectional ETH↔TRX swaps with HTLC & timelock,https://ethglobal.com/showcase/etfusion-aiu06
1inch Fusion+ Bridge,A cross-chain bridge supporting token swaps using 1inch Fusion+ across multiple blockchains.,https://ethglobal.com/showcase/1inch-fusion-bridge-av3sh
butteryCoin,"DeFi dashboard with full 1inch API integration: swap, history, balances, prices & more.",https://ethglobal.com/showcase/butterycoin-awgyi
1SwapDash,Comprehensive multi-chain DeFi dashboard with full 1inch API integration & real-time analytics,https://ethglobal.com/showcase/1swapdash-ys4jy
AeroSwap,"Lightning-fast, gas-optimized token swaps with best rates via 1inch aggregation.",https://ethglobal.com/showcase/aeroswap-yw7cv
Atomic-Inch,"A cross-chain atomic swap protocol enabling secure, trustless swaps between Ethereum and Algorand.",https://ethglobal.com/showcase/atomic-inch-629b3
MultiZap,Atomic swaps between Ethereum and Starknet via Dutch auctions and HTLC-based trustless escrows.,https://ethglobal.com/showcase/multizap-5zyyc
EthAptosBridge,Bridging example for ethereum to aptos for native assets with resolvers,https://ethglobal.com/showcase/ethaptosbridge-1v65a
Pebble,"A multichain DeFi dashboard to manage tokens, NFTs, swaps, gas, using only 1inch APIs.",https://ethglobal.com/showcase/pebble-8a953
Unite-1inch,1inch AI-Driven Smart Vault: The Future of DeFi is Conversational,https://ethglobal.com/showcase/unite-1inch-rs9ps
intoStellar,Swap EVM assets to Stellar via 1inch and explore the Stellar Chainverse with a seamless gateway.,https://ethglobal.com/showcase/intostellar-numn6
evm-cosmos,"Atomic swaps between Sepolia & Neutron using 1inch LOP & CosmWasm. Secure, trustless.",https://ethglobal.com/showcase/evm-cosmos-122vf
ChainShift Protocol,Revolutionary cross-chain DEX enabling seamless atomic swaps between   Ethereum & Aptos,https://ethglobal.com/showcase/chainshift-protocol-cddnt
Coin Tracker,App would send you notif for coins using 1inch API. Add coins in watchlist and get info to telegram.,https://ethglobal.com/showcase/coin-tracker-7vbbx
1inch Trading Hub,From amazing charts to advanced limit order strategies. Your all-in-1 stop for trading using 1inch,https://ethglobal.com/showcase/1inch-trading-hub-9vhqk
Nōritsu,"Personal motivation app - when AI meets productivity, it makes things happens",https://ethglobal.com/showcase/noritsu-7bb7q
🌈 BUNDS,Transform illiquid NFTs into tradable ERC20 BondTokens via pumpfun-like curves.,https://ethglobal.com/showcase/rainbow-bunds-njy8h
StellaFi+,"Trustless Ethereum–Stellar swaps using HTLCs, escrow factories, and Dutch auction orders.",https://ethglobal.com/showcase/stellafi-bfww5
1inchtents- near,This project includes a complete 1inch protocol implementation with near intents,https://ethglobal.com/showcase/1inchtents-near-ffevd
BestDCA,"Cross-chain DCA on 1inch chains: WETH→WBTC on Base & beyond, live fills & cancel anytime",https://ethglobal.com/showcase/bestdca-186ip
starknet-contracts,A basic implementation of the cross chain contracts for 1inch cross swap,https://ethglobal.com/showcase/starknet-contracts-nh6eg
Sui 1inch,Cross-chain-swaps style escrow contracts built on the sui framework,https://ethglobal.com/showcase/sui-1inch-ocgt7
LimitCraft,Advanced limit order platform with TWAP and integrated lending protocols,https://ethglobal.com/showcase/limitcraft-te0uw
Midas,"Cross chain DeFi trading platform w AI based arbitrage detection, risk assessment & automated swaps",https://ethglobal.com/showcase/midas-m36kr
Fusion Flow,"dApp for trustless ETH-NEAR cross-chain swaps, leveraging 1inch Fusion+ protocol.",https://ethglobal.com/showcase/fusion-flow-q5h83
Jargo,Set of Backend server functions for integrating into a Degen Trader Dashboard,https://ethglobal.com/showcase/jargo-uxnqf
DeFiGuard,"""AI-powered smart contract analyzer for 1inch protocol and cross-chain security detection""",https://ethglobal.com/showcase/defiguard-2br36
Chaos Swap,Bi-directional atomic swap between Ethereum and Aptos based on 1inch Fusion,https://ethglobal.com/showcase/chaos-swap-kacfv
Rosetta,Rosetta expands the 1inch Limit Order Protocol (LOP) by providing support for multi-asset orders.,https://ethglobal.com/showcase/rosetta-ss98s
Asgard,"Cross-chain survival RPG where you trade, bridge, and explore in a vintage-styled crypto apocalypse",https://ethglobal.com/showcase/asgard-80koe
Asgard,"Cross-chain survival RPG where you trade, bridge, and explore in a vintage-styled crypto apocalypse",https://ethglobal.com/showcase/asgard-80koe
Inch Care,"Medical incident & insurance dApp on Starknet, Stellar, Filecoin & Optimism via 1inch Fusion+",https://ethglobal.com/showcase/inch-care-8s7o5
Yield Aggregator,Cross-chain yield farming optimizer powered by 1inch Fusion+ for instant DeFi position switching,https://ethglobal.com/showcase/yield-aggregator-wm1w6
TrustMint,"TrustMint brand loyalty with on-chain reward tokens your customers can mint, redeem, and flex",https://ethglobal.com/showcase/trustmint-gv1x5
Tartarus,Cross-chain bridge enabling seamless asset transfers between NEAR and Ethereum,https://ethglobal.com/showcase/tartarus-jis01
Quantum Swap,"QuantumSwap: Trustless ETH-BTC atomic swaps using HTLCs, no intermediaries, no custody, pure DeFi.",https://ethglobal.com/showcase/quantum-swap-ikear
1inch x Stellar,Implements 1inch Fusion+ cross-chain swaps between EVM and Stellar using Soroban smart contracts.,https://ethglobal.com/showcase/1inch-x-stellar-jpx79
Fusion+ Aptos/NEAR,1inch Fusion+ Extension Ethereum and NEAR/Aptos chains using Hash Time-Locked Contracts (HTLC).,https://ethglobal.com/showcase/fusion-aptos-near-i7vqz
TonEthBot,"Bridging Ukraine & Russia through crypto transfers, wallet connections, and cross-border swaps.",https://ethglobal.com/showcase/tonethbot-2bcv7
Blitz Pro,Advanced cross-chain trading strategies bringing CEX-style trading to DeFi powered by 1inch,https://ethglobal.com/showcase/blitz-pro-yhk03
Cerera,Bridging Bitcoin and EVM ecosystems through Lightning Network and 1inch Fusion+,https://ethglobal.com/showcase/cerera-su5oe
Position order,Create stop loss order for Uniswap/Pancakewap position when a trigger price is reached,https://ethglobal.com/showcase/position-order-ejxtz
etherlinked,"securely transfer assets between Ethereum and Etherlink, leveraging trust-minimized bridging tech",https://ethglobal.com/showcase/etherlinked-tzwhc
CardanoSwap,Bidirectional cross-chain atomic swaps for Cardano and EVM chains,https://ethglobal.com/showcase/cardanoswap-a0est
1inch boilerplate,Production-ready React+TypeScript template for DeFi apps with 1inch integration,https://ethglobal.com/showcase/1inch-boilerplate-r3zb1
StellarBridge,"Secure, trustless cross-chain atomic swaps between Ethereum and Stellar with partial fills",https://ethglobal.com/showcase/stellarbridge-3tugg
WavePay,"Send or receive crypto across chains with a simple link — tips, payments, and donations made easy.",https://ethglobal.com/showcase/wavepay-3xyd6
Cardano Fusion++,"Aiken Validators for Cardano Fusion+ Swaps, a simple swap UI and mock relay and resolvers.",https://ethglobal.com/showcase/cardano-fusion-7rxwt
21 Inches,"Cross-chain swaps on Tron, Monad, and Etherlink blockchains.",https://ethglobal.com/showcase/21-inches-os3d9
BOND,"An extensive DeFi trading and automation for Web3 users, mirroring stock exchange strategies.",https://ethglobal.com/showcase/bond-a7j8p
1millimeter,1Millimeter Exchange is a cross chain swap platform for Ethereum to ICP swaps.,https://ethglobal.com/showcase/1millimeter-eu0tq
1Launch,"Fair token launches through Dutch auctions. No whales, no bots, just pure price discovery",https://ethglobal.com/showcase/1launch-u4s06
1Clob,"AI-powered CLOB trading platform for smarter entries, exits, and real-time crypto market insights.",https://ethglobal.com/showcase/1clob-38prk
PalletHtlc,Substrate-based pallet to enable atomic swaps between EVM-based chains and Polkadot,https://ethglobal.com/showcase/pallethtlc-rbq6w
Micropay Agents,Trustless micropayment channels for pay-as-you-go DeFi data using Hashchain Protocol and 1inch API.,https://ethglobal.com/showcase/micropay-agents-o72oe
BetSwap AI,"Enables users to swap bets on real-world events between Ethereum and NEAR, with AI driven payoffs",https://ethglobal.com/showcase/betswap-ai-hny71
1inchHunt,Swap to survive! An RPG where your hero levels up by completing real onchain swaps via 1inch.,https://ethglobal.com/showcase/1inchhunt-x8t57
Enderswap,Cross-chain atomic swaps between Base Sepolia and Sui testnet using HTLCs.,https://ethglobal.com/showcase/enderswap-1dha4
Orbis - TON<>ETH,Extension of the 1inch Fusion+ to Ton the ton blockchain. Lets you swap to and from Ton,https://ethglobal.com/showcase/orbis-ton-eth-maxxg
supawallet,"Venmo meets DeFi - send crypto with GIFs, swap tokens, and track portfolios without seed phrases",https://ethglobal.com/showcase/supawallet-1mvgj
1Foot,1Foot enables atomic ETH <-> BTC swaps via 1inch Fusion+ using HTLCs and cross-chain resolution.,https://ethglobal.com/showcase/1foot-q488y
SwapBridge Pay,Bridge ETH to Stellar in seconds! Swap tokens via 1inch and send cross-chain payments instantly.,https://ethglobal.com/showcase/swapbridge-pay-s2hxp
Autoswapper Wallet,Autoswapper wallet powered by 1inch fusion API and EIP 7702 to do swaps as per a session key config,https://ethglobal.com/showcase/autoswapper-wallet-fu9xx
Autoswapper Wallet,Autoswapper wallet powered by 1inch fusion API and EIP 7702 to do swaps as per a session key config,https://ethglobal.com/showcase/autoswapper-wallet-fu9xx
BTC Intents - BOB,BOB Gateway: BTC intents bridge to enable native BTC swap via 1inch.,https://ethglobal.com/showcase/btc-intents-bob-zm98o
6.9 Inch,"XRP <> Ethereum fusion+ integration, powered by a TEE multisig and secured by a custom validator set",https://ethglobal.com/showcase/6-9-inch-s1qzw
Potara,This is the ICP Extension for 1inch's Fusion+. It enables atomic swap and partial fills,https://ethglobal.com/showcase/potara-gf1y2
DeWrap,A cross-chain crypto smart payment collector platform with automated token swapping and investment.,https://ethglobal.com/showcase/dewrap-v8e1i
MIST.cash | FOCBB,Private USDC transfers to Gmail addresses with cross-chain withdrawals.,https://ethglobal.com/showcase/mist-cash-focbb-8dnar
SuiFlow,Cross-chain ETH-SUI swap interface using 1inch LOP and state channels,https://ethglobal.com/showcase/suiflow-evsm3
Crosschain swap,Cross chain platform Ethereum to Near using 1 inch and smart contracts,https://ethglobal.com/showcase/crosschain-swap-ahke4
TipVerse,"Gasless tipping with any token via Fusion+ swaps and state channels, gamified for fans",https://ethglobal.com/showcase/tipverse-js38q
CrossYield,"CrossYield: Cross-chain yield farming with HTLC-based, intent-driven atomic swaps between Eth,Aptos.",https://ethglobal.com/showcase/crossyield-t8vr8
Allena,From idols to impact: sports content as NFTs funding youth and local initiatives.,https://ethglobal.com/showcase/allena-749ke
Ionic Swap,"Unified DeFi interface with chain abstraction—swap assets cross-chain gaslessly, fully on-chain",https://ethglobal.com/showcase/ionic-swap-p6tgb
Unreal Shop,"Bi-directional cross-chain swaps for $UNREAL via 1inch Fusion+: Etherlink, NEAR, Aptos",https://ethglobal.com/showcase/unreal-shop-f8a6a
Bubble Bridge,Cross-chain swaps made simple: a lightweight HTLC framework for atomic token transfers.,https://ethglobal.com/showcase/bubble-bridge-n0iu7
OverSync,Bridging ETH ↔ XLM with 1inch escrow (mainnet) & Stellar HTLCs. Testnet supported.,https://ethglobal.com/showcase/oversync-iucbs
REP8rep-8,Subscription-powered permissioning and programmable rewards for 1inch Limit Orders.,https://ethglobal.com/showcase/rep8rep-8-nri2f
Sabre,"Swap stablecoins between Ethereum & Sui, spot arbitrage, earn yields, auto-trade with 1Inch Fusion+.",https://ethglobal.com/showcase/sabre-5x50n
BYOB,"Save smarter, earn more. The savings app that generates investment-like returns",https://ethglobal.com/showcase/byob-ttmax
SuperNeko,SuperNeko is a game where your skill directly determines the quality of your swap,https://ethglobal.com/showcase/superneko-v7cfk
NEXUS INTENT,Swap crypto using Powered by GPT-4 + 1inch Fusion using natural language.,https://ethglobal.com/showcase/nexus-intent-dxhi4
MrDefi,"Cross-chain DeFi platform with Telegram bot trading, 1inch integration & advanced limit orders",https://ethglobal.com/showcase/mrdefi-h611c
Yield Drip,Automated DCA yield farming with 1inch LOP - earn yield while dollar-cost averaging into ETH,https://ethglobal.com/showcase/yield-drip-u2pyw
Ascenda,"Private derivatives trading on real assets. Your positions, your business.",https://ethglobal.com/showcase/ascenda-w24z5
PlasmaGrid,AI-powered grid trading bot using 1inch for DeFi strategies,https://ethglobal.com/showcase/plasmagrid-8agc3
CellJMP,CellJump is a cross-chain bridge which extends 1inch Fusion+ to work with TON,https://ethglobal.com/showcase/celljmp-0nqef
Fire Defi,A DeFi AI agent that makes onboarding easy for first time users,https://ethglobal.com/showcase/fire-defi-mad29
Orbfi.ai,"The n8n of DeFi: Build onchain agents that act on your prompts—automated, flexible, autonomous",https://ethglobal.com/showcase/orbfi-ai-06ibc
GreenDefi,Integration of 1inch with Sui and Deepbook to make liquidity available cross chain,https://ethglobal.com/showcase/greendefi-eiib3
CipherSwap,API-powered OTC swaps with MEV protection and intelligent multi-DEX routing,https://ethglobal.com/showcase/cipherswap-8b0xp
Fumble,Batch dump your trashbags. Gas optimized. Emotionally reckless.,https://ethglobal.com/showcase/fumble-kcuig
1Twap,"Onchain Adaptive TWAP built on 1inch — chunked execution, price protection, and auto-fills.",https://ethglobal.com/showcase/1twap-uy24c
SHOW UP,Show Up: The Web3 event protocol. Stake don't flake. The beginning of a new standard.,https://ethglobal.com/showcase/show-up-12z2z
Zeroinch,Zeroinch is a privacy layer for 1inch’s Limit Order Protocol on Optimism using ZK and JIT MASP,https://ethglobal.com/showcase/zeroinch-cfkjq
Zeroinch,Zeroinch is a privacy layer for 1inch’s Limit Order Protocol on Optimism using ZK and JIT MASP,https://ethglobal.com/showcase/zeroinch-cfkjq
fusion swap,"A cross-chain atomic swap protocol enabling secure, trustless swaps",https://ethglobal.com/showcase/fusion-swap-gsv7j
XRoute,"Intergation of Etherlink and Tezos with 1inch Fusion+ protocol, enabling token swaps via routing",https://ethglobal.com/showcase/xroute-y8aoq
Sufu,Cross chain swap for ethereum and sui blockchain using  dutch auctions,https://ethglobal.com/showcase/sufu-m0h0k
Crownie,Turn group meetings into onchain proposals and DeFi actions — from live voice to order confirmation.,https://ethglobal.com/showcase/crownie-2ji8q
Fusion+ Extensions,Fusion+ extensions that connect 1inch protocol with other chains,https://ethglobal.com/showcase/fusion-extensions-pqm05
Starlink,"Starlink is a trustless, bidirectional swap protocol connecting Ethereum and Stellar.",https://ethglobal.com/showcase/starlink-9s540
Adha-INch,"🔄 Atomic cross-chain swaps , Trustless DeFi between Base & Etherlink! ⚡🔐",https://ethglobal.com/showcase/adha-inch-19ndd
Swapsage AI Oracle,SwapSage-AI is an AI-powered cross-chain DeFi assistant that simplifies token swaps across networks,https://ethglobal.com/showcase/swapsage-ai-oracle-2gko8
TronInch,Bridge tokens securely across Ethereum and Tron using hashlocks & timelocks - powered by 1inch.,https://ethglobal.com/showcase/troninch-hbtq1
SuiSync,cross-chain swaps between Ethereum and Sui using 1inch Fusion+ with hashlocks & timelocks.,https://ethglobal.com/showcase/suisync-szmyi
LumenLink,ETH ↔ Stellar atomic swaps (HTLC) with 1inch pricing and relayer-driven claim,https://ethglobal.com/showcase/lumenlink-6c0ua
SwapNova,Fusion+ extension on Monad with a DCA agent enabling swaps between Arbitrum & Monad.,https://ethglobal.com/showcase/swapnova-9uceu
OTCping,OTC cryptocurrency trading with direct peer-to-peer communication.,https://ethglobal.com/showcase/otcping-yebsg
AvgInch,"1inch Fusion+ on the ICP, bringing the Internet Computer to the best web3 aggregator",https://ethglobal.com/showcase/avginch-as7zh
Hello2Point54cm,"This is a project for learning how to use the 1inch API. ""1inch Balance API"" is used.",https://ethglobal.com/showcase/hello2point54cm-uxttk
DynamicSpreadLO,Dynamic pricing for limit orders based on real-time market volatility.,https://ethglobal.com/showcase/dynamicspreadlo-aq1tk
EmojiSwap,EmojiSwap - Send tokens across multiple chains using emojis.,https://ethglobal.com/showcase/emojiswap-4djuf
Encrypted Finance,Encrypted Finance is an encrypted limit order protocol built on top of 1inch and FHE.,https://ethglobal.com/showcase/encrypted-finance-wvz4g
TotalFusion,1inch Fusion+ multi-chain extension: atomic swaps with TEE security & Chain Signatures,https://ethglobal.com/showcase/totalfusion-c58sy
DogeSmartX,DogeSmartX: AI-enhanced cross-chain swaps for Ethereum and Dogecoin,https://ethglobal.com/showcase/dogesmartx-4chw4
1inch TWAP,Decentralized TWAP protocol built on top of 1inch limit order book,https://ethglobal.com/showcase/1inch-twap-670uk
X3Fusion,1 inch fusion+ extension for the Near and Tezos blockchains.,https://ethglobal.com/showcase/x3fusion-w3roo
Tesseract,Send tokens from any EVM chain to Tezos and vice-versa using 1inch Fusion+,https://ethglobal.com/showcase/tesseract-4gqms
LendLink,LendLink: Cross-chain lending on Etherlink with 1inch Fusion+ for smart repayment anywhere.,https://ethglobal.com/showcase/lendlink-g8sd0
Super Order,"Advanced DeFi trading: Stop-market execution, iceberg orders & OCO strategies for 1inch Protocol",https://ethglobal.com/showcase/super-order-x6z63
GridSync,Automated electricity top-up using 1inch limit orders for cost-efficient Web3 energy trading,https://ethglobal.com/showcase/gridsync-iu9bj
Polkacross Fusion,1inch Cross-chain Swap (Fusion+) that enables swaps between Ethereum and Polkadot,https://ethglobal.com/showcase/polkacross-fusion-rt9wr
Manteia,"Manteia is a Sui DEX with 1inch cross-chain swaps, aggregation routing, limit orders, dynamic fees.",https://ethglobal.com/showcase/manteia-8haer
Kōan,AI low/no-code platform enabling users to design workflows and deploy dApps with node-based flows.,https://ethglobal.com/showcase/koan-96pds
kata-protocol,KATA Protocol: Cross-chain DeFi platform combining Ethereum ↔ Sui atomic swaps,https://ethglobal.com/showcase/kata-protocol-oyc4z
Rivora,"Rivora: AI-powered risk scores & insights for safer, smarter DeFi trading",https://ethglobal.com/showcase/rivora-rogvh
TwinLock,Cross-chain HTLC swap system that uses 1inch’s Limit Order Protocol to bridge Ethereum ↔ Tron.,https://ethglobal.com/showcase/twinlock-dbfmx
TwinLock,Cross-chain HTLC swap system that uses 1inch’s Limit Order Protocol to bridge Ethereum ↔ Tron.,https://ethglobal.com/showcase/twinlock-dbfmx
SwapTezos,Cross‑chain swaps between Ethereum and Tezos powered by 1inch Fusion+.,https://ethglobal.com/showcase/swaptezos-wonz8
SYNAPSE,"Cross-chain CLI for atomic swaps using Fusion, 1inch, now extended to the high-speed Monad chain.",https://ethglobal.com/showcase/synapse-22vh6
Sui Fusion+,Sui <-> 1inch Fusion+ Integration for cross-chain swaps 🦄₊˚⊹ ᰔ,https://ethglobal.com/showcase/sui-fusion-0u597
StellHydra,"Cross-chain swapper using 1inch Fusion+ & Stellar for seamless swaps, bridges & transaction trails.",https://ethglobal.com/showcase/stellhydra-sdiwk
JustinTime,Trustless atomic swaps between TRON & EVM chains using HTLCs + 1inch Fusion+ for price discovery,https://ethglobal.com/showcase/justintime-a8xc9
Sui Extension,A sui 1inch Fusion+ Extension for make atomic cross chain swaps between Sui and Ethereum,https://ethglobal.com/showcase/sui-extension-c0b8s
StarknetFusion+,Cross-chain atomic swaps between Starknet and EVM via 1inch Fusion+,https://ethglobal.com/showcase/starknetfusion-g0re1
Privacy Based Swap,A 1Inch Fusion+ swap between ETH + LTC with privacy enhancing for the resolver,https://ethglobal.com/showcase/privacy-based-swap-417ep
mini-1inch,"Buy ETH/BTC with stablecoins at best cross-chain price. Limit, SL/TP, no chain selection needed.",https://ethglobal.com/showcase/mini-1inch-s2nfo
CryoFusion,Trustless cross-chain atomic swaps using Dutch auctions between Ethereum and Aptos,https://ethglobal.com/showcase/cryofusion-mh3kh
Surety,1inch Protected Options: Option-like strategies with built-in stop-loss on 1inch LOP.,https://ethglobal.com/showcase/surety-d10wy
atomicX,"Trustless ETH <> STRK atomic swaps using HTLCs on Ethereum & Starknet. No middlemen, just code.",https://ethglobal.com/showcase/atomicx-7g7uy
MoveIt,Fusion+ implementation on sui and aptos with native integrations,https://ethglobal.com/showcase/moveit-2jo15
IntelliDeFi Network,"AI-driven cross-chain DeFi: advanced swaps, orders, & portfolio powered by 1inch.",https://ethglobal.com/showcase/intellidefi-network-97ciy
Tezra,Tezra: The first trustless portal between Ethereum and Tezos ecosystems 🌉,https://ethglobal.com/showcase/tezra-qhs8m
Limitless,"Limitless: AI chat assistant for easy crypto swaps, bridging, and wallet management for newcomers.",https://ethglobal.com/showcase/limitless-y0ntv
Etherlink Fusion,Seamlessly bridge and trade across chains with Etherlink Fusion+ Dapp,https://ethglobal.com/showcase/etherlink-fusion-122rp
Chainmate,Trustless token swap bridge using HTLCs between Sepolia and Stellar via custom relayer.,https://ethglobal.com/showcase/chainmate-mrusw
TulipSwap,[UNFINISHED-UNRELATED VIDEO] Swap using 1inch Fusion+ to enable swapping between Ethereum and Aptos.,https://ethglobal.com/showcase/tulipswap-i69qv
Stellar Fusion Plus,We are extending fusion plus to stellar to support Eth to Stellar transaction,https://ethglobal.com/showcase/stellar-fusion-plus-6yuhg
xSynth Engine,Gasless cross-chain DCA with Cosmos-EVM atomic swaps using 1inch Fusion+ and custom resolvers.,https://ethglobal.com/showcase/xsynth-engine-67p3n
AlfaICPResolver,Novel extension for 1Inch which enables swaps between Eth and ICP,https://ethglobal.com/showcase/alfaicpresolver-my53d
1COinch,Expanding the 1inch limit order protocol with some small financial object additions,https://ethglobal.com/showcase/1coinch-6pdua
Fusion+Cardano,Implementation of 1inch's Fusion+ protocol on the Cardano blockchain,https://ethglobal.com/showcase/fusion-cardano-b3094
blockless pay,"A link to pay anyone in any token, any chain. Just share a URL",https://ethglobal.com/showcase/blockless-pay-wvy54
VibeFusion.ai,Feel the vibe. Trade everywhere. Launch fairly. Where multi-chain dreams become reality.,https://ethglobal.com/showcase/vibefusion-ai-wv0pg
OptiDex,"OptiDex: On‑chain options DEX via 1inch limit orders—mint, trade & exercise option NFTs.",https://ethglobal.com/showcase/optidex-5q6o4
Interoperable Swaps,Extending Fusion+ to Tezos Ecosystem with Smartpy based Contracts,https://ethglobal.com/showcase/interoperable-swaps-yy4v4
SuiEqui,"Sui <=> EVM swaps on Fusion+ with improved relayer, powered by Noir ZK circuits",https://ethglobal.com/showcase/suiequi-md52m
tuna+,"Intent based atomic cross chain swaps for Ethereum, Aptos and Bitcoin",https://ethglobal.com/showcase/tuna-zribb
Catalyst Yield,An autonomous engine deploying assets to the best yields across any blockchain,https://ethglobal.com/showcase/catalyst-yield-d84ja
Limit orders via MCP,"Building an MCP module for 1inch limit orders, designed for AI agents.",https://ethglobal.com/showcase/limit-orders-via-mcp-dmpwz
Limit orders via MCP,"Building an MCP module for 1inch limit orders, designed for AI agents.",https://ethglobal.com/showcase/limit-orders-via-mcp-dmpwz
Opto,1inch Cross-chain Swap (Fusion+) with thorough UI to show ETH Sepolia ↔ Sui testnet swaps,https://ethglobal.com/showcase/opto-vzk2y
⚡⚡⚡ Z: Unifi ⚡⚡⚡,"Cross-chain swap DApp between (Aptos and Ethereum) - with an intuitive UI/UX, and upcoming Chains!",https://ethglobal.com/showcase/zap-zap-zap-z-unifi-zap-zap-zap-0vkbj
Fusion Universal Kit,A universal SDK 1inch Fusion+ atomic swap protocol across any EVM and Bitcoin-based chains.,https://ethglobal.com/showcase/fusion-universal-kit-qt2rc
StratosFi,"Advanced DeFi strategies for 1inch: TWAP, Options & Concentrated Liquidity with MEV protection",https://ethglobal.com/showcase/stratosfi-xcyhh
c1nch,Real world events meet trading - trade any event with on-chain limit orders,https://ethglobal.com/showcase/c1nch-aqeap
Agg Trade,The all-in-one Trading Terminal for Defi. We give you CEX-like features with DEX-like security,https://ethglobal.com/showcase/agg-trade-bwhdd
PonyHof,"A privacy-first, permissioned, decentralized off-chain dark pool relay network",https://ethglobal.com/showcase/ponyhof-65wtr
FusionTrade,Multi-chain DEX for advanced trading via atomic swaps across EVM using 1inch Aggregator.,https://ethglobal.com/showcase/fusiontrade-vo9by
Sway1INCH,Configure and deploy onchain limit order strategies using time or price triggers with 1inch Protocol,https://ethglobal.com/showcase/sway1inch-bratb
Bridged,"A gasless 2-way Ethereum↔Tron bridge with 1inch Fusion+, hashlock timelocks.",https://ethglobal.com/showcase/bridged-d2coj
GhostMesh,"Private, flexible cross-chain strategies powered by 1inch’s programmable infrastructure",https://ethglobal.com/showcase/ghostmesh-d5r5b
aptswap,An EVM to Non-EVM (bidirectional) Swaps on Ethereum and Aptos Chain.,https://ethglobal.com/showcase/aptswap-kikp7
StellarSwap,Cross chain swapping between EVM and Stellar Soroban powered by 1inch Fusion+,https://ethglobal.com/showcase/stellarswap-6rke6
Fission,A novel extension for 1inch Cross-chain Swap (Fusion+) that enables swaps between Ethereum and Sui.,https://ethglobal.com/showcase/fission-mt7us
DecentraMind,🧠 DecentraMind – Run private LLMs on your own device. Modular. Encrypted. On-chain.,https://ethglobal.com/showcase/decentramind-mofks
fusion-plus-sui,cross-chain swaps between the Ethereum and Sui by extending 1inch fusion plus,https://ethglobal.com/showcase/fusion-plus-sui-9inuy
Starkudan-Swap,"Secure, trustless atomic swaps between EVM and Starknet ecosystems with HTLCs and 1inch’s contracts",https://ethglobal.com/showcase/starkudan-swap-bicq7
Doraemon,Unified cross-chain DeFi with AI trading - ETH↔ICP↔Aptos bridges + 1inch MCP,https://ethglobal.com/showcase/doraemon-scmc5
zapper.network,Instant bridge between Bitcoin-like networks and EVM chains.,https://ethglobal.com/showcase/zapper-network-3ttgo
